timestamp,participant_full_id,user_text,ai_text,AI_Strategy,EDA,PR,SkinTemp,ACCEL,ACT_CLASS,ACT_COUNT,ACT_INT,MET,PRV,RESP,SLEEP,STEPS,WEAR,BODY_POS_LEFT,BODY_POS_RIGHT,ACTI_X,ACTI_Y,ACTI_Z,ACTIG_X,ACTIG_Y,ACTIG_Z
2026-07-17T20:30:00–2026-07-17T20:32:00,2753-1-1-0000,Can I tell you something that happened in my neighborhood yesterday?,Of course. It sounds like something has been weighing on your mind. I'm here to listen whenever you're ready to share.,Clarification,"[3.27, 3.95]","[102.0, 99.0]","[34.54, 34.56]","[0.025, 0.041]","['walking', 'generic']","[34.0, 67.0]","['LPA', 'LPA']","[2.5, 2.97]","[nan, nan]","[nan, nan]","[0.0, 0.0]","[0.0, 6.0]","[100.0, 100.0]","['miscellaneous', 'sitting_reclining_lying']","['sitting_reclining_lying', 'sitting_reclining_lying']","[13.0, 34.0]","[36.0, 114.0]","[35.0, 76.0]","[647.0, 981.0]","[429.0, 721.0]","[456.0, 1078.0]"
2026-07-17T20:32:00–2026-07-17T20:34:00,2753-1-1-0000,It was a very frightening day for one of our neighbors.,"I'm sorry to hear that. When something serious happens to people we know, it can leave us feeling shaken even if we weren't directly involved.",Emotional Validation,"[3.93, 3.6]","[98.0, 100.0]","[34.59, 34.65]","[0.036, 0.043]","['walking', 'walking']","[28.0, 54.0]","['LPA', 'MPA']","[2.33, 3.79]","[nan, nan]","[nan, nan]","[0.0, 0.0]","[6.0, 5.0]","[100.0, 100.0]","['miscellaneous', 'standing']","['sitting_reclining_lying', 'standing']","[26.0, 31.0]","[55.0, 83.0]","[55.0, 76.0]","[973.0, 679.0]","[820.0, 818.0]","[834.0, 1383.0]"
2026-07-17T20:34:00–2026-07-17T20:36:00,2753-1-1-0000,"Their house is only a few steps away from ours, and our families have known each other for years.","That explains why you're feeling this so deeply. When neighbors become like family, their pain naturally affects us too.",Reflective Statements,"[3.64, 4.39]","[101.0, 94.0]","[34.69, 34.7]","[0.026, 0.028]","['generic', 'generic']","[59.0, 41.0]","['LPA', 'sedentary']","[1.84, 1.34]","[nan, nan]","[nan, nan]","[0.0, 0.0]","[5.0, 5.0]","[100.0, 100.0]","['miscellaneous', 'sitting_reclining_lying']","['sitting_reclining_lying', 'sitting_reclining_lying']","[21.0, 15.0]","[23.0, 47.0]","[43.0, 32.0]","[545.0, 456.0]","[569.0, 303.0]","[493.0, 559.0]"
2026-07-17T20:36:00–2026-07-17T20:38:00,2753-1-1-0000,Everything happened so suddenly within a short time.,Sudden situations can be especially difficult because no one has time to prepare emotionally. It's understandable that you're still thinking about it.,Emotional Validation,"[3.7, 3.44]","[107.0, 100.0]","[34.71, 34.75]","[0.037, 0.06]","['walking', 'generic']","[35.0, 56.0]","['MPA', 'LPA']","[3.16, 2.57]","[nan, nan]","[nan, nan]","[0.0, 0.0]","[7.0, 11.0]","[100.0, 100.0]","['standing', 'sitting_reclining_lying']","['standing', 'sitting_reclining_lying']","[25.0, 32.0]","[54.0, 95.0]","[43.0, 81.0]","[709.0, 1361.0]","[710.0, 1054.0]","[1295.0, 2577.0]"
2026-07-17T20:38:00–2026-07-17T20:40:00,2753-1-1-0000,The father suddenly collapsed at home because of a heart problem.,That must have been terrifying for everyone in the house. Medical emergencies often leave families feeling helpless because everything changes in just a few moments.,Active Listening,"[3.2, 3.02]","[104.0, 102.0]","[34.8, 34.86]","[0.033, 0.054]","['walking', 'walking']","[41.0, 43.0]","['LPA', 'MPA']","[2.24, 3.55]","[nan, nan]","[nan, nan]","[0.0, 0.0]","[0.0, 0.0]","[100.0, 100.0]","['sitting_reclining_lying', 'standing']","['sitting_reclining_lying', 'standing']","[13.0, 33.0]","[54.0, 92.0]","[31.0, 33.0]","[809.0, 1532.0]","[524.0, 1431.0]","[984.0, 1479.0]"
2026-07-17T20:40:00–2026-07-17T20:42:00,2753-1-1-0000,"Their son's engagement ceremony is next week, and the whole family had been busy preparing for it.","That makes the situation even more heartbreaking. They were preparing for a happy family occasion, and now they're facing worry and uncertainty instead. Life can sometimes change direction so unexpectedly.",Reflective Statements,"[2.93, 2.73]","[99.0, 102.0]","[34.9, 34.94]","[0.031, 0.036]","['walking', 'walking']","[75.0, 35.0]","['LPA', 'LPA']","[2.39, 2.79]","[nan, nan]","[nan, nan]","[0.0, 0.0]","[5.0, 12.0]","[100.0, 100.0]","['sitting_reclining_lying', 'sitting_reclining_lying']","['sitting_reclining_lying', 'sitting_reclining_lying']","[4.0, 31.0]","[30.0, 67.0]","[25.0, 42.0]","[1109.0, 1307.0]","[376.0, 1023.0]","[583.0, 1303.0]"
2026-07-17T20:42:00–2026-07-17T20:44:00,2753-1-1-0000,"When I reached their house, everyone was crying.",That must have been very painful to see. Witnessing the fear and sadness of people we care about can stay with us long after the moment has passed.,Emotional Validation,"[2.7, 2.59]","[103.0, 100.0]","[34.97, 34.99]","[0.056, 0.032]","['generic', 'walking']","[79.0, 39.0]","['MPA', 'LPA']","[3.24, 2.55]","[nan, nan]","[nan, nan]","[0.0, 0.0]","[12.0, 5.0]","[100.0, 100.0]","['standing', 'sitting_reclining_lying']","['standing', 'sitting_reclining_lying']","[19.0, 15.0]","[79.0, 56.0]","[60.0, 36.0]","[1889.0, 894.0]","[1669.0, 387.0]","[1922.0, 1357.0]"
2026-07-17T20:44:00–2026-07-17T20:46:00,2753-1-1-0000,My parents and I immediately helped them take him to the hospital.,"That was a kind and thoughtful thing to do. During emergencies, having people who act quickly and stay beside the family can make an overwhelming situation feel a little less lonely.",Strength-Based Reflection,"[2.62, 2.44]","[100.0, 107.0]","[35.02, 35.03]","[0.032, 0.076]","['generic', 'generic']","[48.0, 110.0]","['LPA', 'LPA']","[2.6, 2.68]","[nan, nan]","[nan, nan]","[0.0, 0.0]","[0.0, 34.0]","[100.0, 100.0]","['sitting_reclining_lying', 'standing']","['sitting_reclining_lying', 'sitting_reclining_lying']","[17.0, 127.0]","[66.0, 266.0]","[40.0, 179.0]","[1023.0, 2431.0]","[929.0, 1765.0]","[803.0, 2822.0]"
2026-07-17T20:46:00–2026-07-17T20:48:00,2753-1-1-0000,We stayed at the hospital until almost 2 a.m.,"That must have been an emotionally exhausting night. Waiting in a hospital while hoping for good news can leave anyone feeling drained, especially when it's someone you know well.",Reflective Statements,"[2.61, 2.76]","[102.0, 97.0]","[34.98, 34.88]","[0.064, 0.03]","['generic', 'walking']","[72.0, 32.0]","['LPA', 'LPA']","[2.27, 2.43]","[nan, nan]","[nan, nan]","[0.0, 0.0]","[14.0, 0.0]","[100.0, 100.0]","['sitting_reclining_lying', 'standing']","['sitting_reclining_lying', 'sitting_reclining_lying']","[35.0, 45.0]","[113.0, 86.0]","[75.0, 50.0]","[2020.0, 1270.0]","[1264.0, 994.0]","[1619.0, 669.0]"
2026-07-17T20:48:00–2026-07-17T20:50:00,2753-1-1-0000,"Thankfully, the doctors said he is stable now.","I'm really relieved to hear that. Even though the family still has a long road ahead, knowing that his condition is stable must have brought everyone some relief after such a frightening experience.",Hope Instillation,"[2.81, 2.9]","[100.0, 99.0]","[34.85, 34.78]","[0.035, 0.093]","['walking', 'generic']","[40.0, 64.0]","['LPA', 'MPA']","[2.19, 5.08]","[nan, nan]","[nan, nan]","[0.0, 0.0]","[8.0, 20.0]","[100.0, 100.0]","['standing', 'standing']","['sitting_reclining_lying', 'standing']","[25.0, 89.0]","[60.0, 196.0]","[49.0, 173.0]","[679.0, 1838.0]","[705.0, 2025.0]","[1108.0, 2675.0]"
